ID,REFERENCIA,BIBLIOGRAFÍA,AUTOR,TÍTULO,FECHA,CRITERIO,BLOQUE,MEDIO,SOPORTE,TEMA,PAÍS,ZONA,TIPOLOGÍA,NOTAS,CONCORDANCIA
160,Cicerón,"Iglesias, Carmen: «Cambios culturales en la sociedad española contemporánea». Marías, Julián [coord.]: Veinticinco años de reinado de S. M. Don Juan Carlos I. Madrid: Real Academia de la Historia-Espasa Calpe, 2002.","Marías, Julián [coord.]",Veinticinco años de reinado de S. M. Don Juan Carlos I,2002,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,El texto contiene citas ajenas al autor,"de base en este nivel todo un sistema teórico complejo de explicación causa-efecto del mundo y de las cosas, bien estructurado en una mente cultivada, o en estado latente en la mayoría del común, pero existente. Es ese nivel en el que se expresaba tan significativamente san Agustín al leer el Hortensio de Cicerón, hoy perdido, y del que declaraba que «no solo había cambiado sus opiniones, sino que había mudado sus afectos»."
266,Cicerón,"Quezada, Freddy: «La ""Esencia"" de Toda Ética». Serrano Caldera, Alejandro...[et.al.]: Ética y política. Nicaragua: Fundación Friedrich Ebert, 2003.","Serrano Caldera, Alejandro...[et.al.]",Ética y política,2003,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",Nicaragua,México y Centroamérica,Académico,,"El estoicismo será la bisagra entre los griegos postaristotélicos, alejandrinos, y los romanos clásicos que prepararán las bases de la igualdad, a partir de la razón y la bondad, que todos compartimos. Cicerón dirá “nada es tan igual, tan semejante a otra cosa, como cada uno de nosotros a los demás”."
339,Cicerón,"Terán, Silvio: «Ética Empresarial». Serrano Caldera, Alejandro...[et.al.]: Ética y política. Nicaragua: Fundación Friedrich Ebert, 2003.","Serrano Caldera, Alejandro...[et.al.]",Ética y política,2003,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",Nicaragua,México y Centroamérica,Académico,,"bienes ofertados, respetar la libertad de elección de los consumidores y aceptar los estándares de la comunidad. El empresario debe observar la autonomía del consumidor y considerar la justicia conmutativa y distributiva. El mercadeo tiene contingencia ética: ajustar el artículo a los requerimientos del cliente; y en ese acomodo estriba la autenticidad. Cicerón afirmó que un atributo de la credibilidad de la expresión convincente es el comedimiento, el cuidado de correspondencia entre lo que se persigue y los mecanismos que se usan."
286,Cicerón,"Rico, Francisco: «Los códigos de Fray Luis». Los discursos del gusto. Notas sobre clásicos y contemporáneos. Barcelona: Destino, 2003.","Rico, Francisco",Los discursos del gusto. Notas sobre clásicos y contemporáneos,2003,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,Texto perteneciente a la colección de trabajos del autor escritos en años anteriores al 2003. El texto contiene citas ajenas al autor.,"de fray Luis. En tal ámbito, la frase en cuestión es inequívoca. ""El primer indicio de una mente serena es que pueda permanecer en un lugar y habitar consigo misma"". En efecto: ""secum morari"", como ahí dice Séneca; ""secum esse, secum vivere"", como prescriben Cicerón, Persio, Horacio, es una de las grandes metas y una de las divisas más propias del ""sabio"" estoico (uno entre los ""pocos"", por principio) precisamente en tanto tal. ""Vivir quiero conmigo"" es, pues, casi un tecnicismo, una proclamación de fe estoica."
280,Cicerón,"Rico, Francisco: «El otro latín». Los discursos del gusto. Notas sobre clásicos y contemporáneos. Barcelona: Destino, 2003.","Rico, Francisco",Los discursos del gusto. Notas sobre clásicos y contemporáneos,2003,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,Texto perteneciente a la colección de trabajos del autor escritos en años anteriores al 2003. El texto contiene citas ajenas al autor.,"Petrarca no se mueve tan a gusto entre Virgilio, Cicerón o Séneca, ni los alega tan copiosamente, porque se haya rendido a ciegas al relumbrón de sus nombres, sino porque está convencido de haber encontrado en ellos el único saber que juzga digno de ser perseguido:, es decir, una cierta verdad humana y común a todos los pueblos, unos rasgos que compartan todos"
193,Cicerón,"Marcano Torres, Myriam; Marcano Michelangeli, Anais: «Vinculación entre creatividad, arte y enfermedad en la actividad pictórica». Gaceta Médica de Caracas. Caracas: Academia Nacional de Medicina y del Congreso Venezolano de Ciencias Médicas, 2003-04-01.","Marcano Torres, Myriam; Marcano Michelangeli, Anais",Gaceta Médica de Caracas,2003,Primera edición,No ficción,Escrito,Prensa,"Artes, cultura y espectáculos",Venezuela,Caribe continental,Académico,Periodicidad: trimestral,"A lo largo de la historia, muchos otros pensadores han sido solidarios con este concepto y así, se han acuñado terminologías dedicadas a enfatizar esta relación como el ""furor poético"" usado por Cicerón en Roma, la ""divina manía"" de Platón y la ""amable insania"" empleada por Horacio. Por su parte Kretschmer, profundiza aún más en esta asociación cuando señala que los individuos sanos y con vidas armoniosas, suelen carecer del acicate que incita a ""los demoníacos"" a llegar a las alturas de"
179,Cicerón,"López Pérez, Ricardo: «Ulises: El Primer Pensador Creativo». Revista Enfoques Educacionales. Santiago de Chile: revistas.uchile.cl/index.php/REE, 2003.","López Pérez, Ricardo",Revista Enfoques Educacionales,2003,Primera edición,No ficción,Escrito,Prensa,"Ciencias sociales, creencias y pensamiento",Chile,Chilena,Académico,Periodicidad: anual,"explicativa, y desapareció de nuestro lenguaje. En cierto modo el vocablo ingenio tomó su lugar, pero también terminó por debilitarse en la terminología filosófica. Emparentada con la palabra genio, esta última posee la misma raíz de engendrar o generar. El ingenio fue reconocido como una importante facultad del espíritu por filósofos como Cicerón, quien recoge elementos del pensamiento griego. En el siglo I a C., afirma que gracias a esta facultad los hombres pueden apartar el espíritu de los sentidos y liberar su pensamiento de lo acostumbrado. Más adelante, a comienzos del siglo XVIII, el filósofo italiano Giambattista Vico (cit. en López 1999a)"
20,Cicerón,"Ascanio, Alfredo: «""Turismo: la reestructuración cultural""». Pasos. Revista de Turismo y Patrimonio Cultural. España: Universidad de La Laguna: Instituto Universitario de Investigación Social y Turismo, 2003.","Ascanio, Alfredo",Pasos. Revista de Turismo y Patrimonio Cultural,2003,Primera edición,No ficción,Escrito,Prensa,"Actualidad, ocio y vida cotidiana",España,,Académico,Vol. 1 N° 1,"El primero que se refiere al concepto cultural es Marco Tulio Cicerón al relacionarlo con la razón humana y señalar que “la filosofía es la cultura de la razón”. Según Johan Goofried von Hender, la cultura es aquello que cohesiona a la gente en un todo y que se manifiesta como resultado y estímulo del desarrollo social (estos conceptos están disponibles en: <"
50,Cicerón,"Casazza, Roberto: El futuro bibliotecario. Hacia una renovación del ideal humanista en la tarea bibliotecaria. Buenos Aires: Biblioteca Nacional, 2004.","Casazza, Roberto",El futuro bibliotecario. Hacia una renovación del ideal humanista en la tarea bibliotecaria,2004,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",Argentina,Río de la Plata,Académico,El texto contiene citas ajenas al autor,"49 a. C.), convocó al polígrafo Marco Terencio Varrón (legado de Pompeyo en España) para que emprendiera una reforma integral de las pocas bibliotecas existentes en Roma y organizara una nueva biblioteca pública que contuviera un templo y dos salas, una para los autores griegos, otra para los latinos. Varrón había estudiado filosofía griega junto a Cicerón en Atenas y es célebre por su copiosísima producción, dejando más de 60 obras, divididas en 700 libros. Entre sus obras más prominentes se encuentran el De re rustica, el cual se conserva íntegramente, y las Antiquitates rerum humanarum et divinarum, que es un compendio histórico de todas las divinidades romanas, obra luego"
93,Cicerón,"Flores Quelopana, Gustavo: El imperio postmoderno del hombre anético. Lima: Instituto de Investigación para la Paz, Cultura e Integración de América Latina (IIPCIAL), 2004.","Flores Quelopana, Gustavo",El imperio postmoderno del hombre anético,2004,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",Perú,Andina,Académico,"En el texto fuente faltan las páginas XXI y 52, por lo que no se incluyen en el archivo.","pone en contacto con los impulsos: ""No creéis ya en nada. Actuad y sed como sentís"". Es la época en la cual los hombres descubren que pueden dejar de ser hombres sin experimentar remordimientos ni pesares, desarraigándose de su espiritualidad y vertiéndose en la sensualidad. Hoy podríamos repetir lo dicho por Cicerón: ""Oh tempora, oh mores"" (¡Oh tiempo, oh costumbres!), pero no para condenar las perversas costumbres de los conciudadanos, sino para advertir cómo el alma extirpada por la indiferencia y la sensualidad no sólo olvida su radicación en Dios, pues también se resiste a la unión ontológica espiritual con"
199,Cicerón,"Martínez-Val, Juan: Gutenberg y las tecnologías del arte de imprimir. Madrid: Fundación Iberdrola, 2005.","Martínez-Val, Juan",Gutenberg y las tecnologías del arte de imprimir,2005,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,,"En aquella imprenta se editaron cuatro libros: un Donato, del que no quedan ejemplares, De divinis institutionibus, de Lactancio, De Oratore, de Cicerón, y De civitate Dei, de San Agustín."
199,Cicerón,"Martínez-Val, Juan: Gutenberg y las tecnologías del arte de imprimir. Madrid: Fundación Iberdrola, 2005.","Martínez-Val, Juan",Gutenberg y las tecnologías del arte de imprimir,2005,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,,"emes» del tamaño parangona. Como en esta época aún no existía tipometría cuantificada, por no haberse unificado las medidas básicas usadas en la imprenta, puede afirmarse que el suyo fue un afán como el que sí tuvo éxito en Fournier y en los Didot, con sus respectivos sistemas de medida del cicero y los puntos correspondientes."
199,Cicerón,"Martínez-Val, Juan: Gutenberg y las tecnologías del arte de imprimir. Madrid: Fundación Iberdrola, 2005.","Martínez-Val, Juan",Gutenberg y las tecnologías del arte de imprimir,2005,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,,". Otro tamaño recibía el nombre de filosofía, una disciplina del saber. Para otros libros se usaban tamaños diversos, que recibían los curiosos nombres de texto gordo y texto chico, además de lectura gorda y lectura chica. No faltaba entre los tamaños de letras el que hacía referencia a un sabio de la antigüedad, Cicerón, apocado en cícero. Además se contaba con los tamaños entredós y parangona."
199,Cicerón,"Martínez-Val, Juan: Gutenberg y las tecnologías del arte de imprimir. Madrid: Fundación Iberdrola, 2005.","Martínez-Val, Juan",Gutenberg y las tecnologías del arte de imprimir,2005,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,,"el nombre de filosofía, una disciplina del saber. Para otros libros se usaban tamaños diversos, que recibían los curiosos nombres de texto gordo y texto chico, además de lectura gorda y lectura chica. No faltaba entre los tamaños de letras el que hacía referencia a un sabio de la antigüedad, Cicerón, apocado en cícero. Además se contaba con los tamaños entredós y parangona."
199,Cicerón,"Martínez-Val, Juan: Gutenberg y las tecnologías del arte de imprimir. Madrid: Fundación Iberdrola, 2005.","Martínez-Val, Juan",Gutenberg y las tecnologías del arte de imprimir,2005,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,,"y Pierre-Simon Fournier, en el primer cuarto del siglo XVIII. Fournier propuso un sistema duodecimal -base 12- sobre el que se fundamentan los actualmente existentes. Tomó como base un tamaño que ya existía, con el nombre de nomparela, y la dividió en seis puntos. A la unión de dos nomparelas la llamó cicero. De esta manera se creó el sistema de puntos y cíceros que aún pervive."
199,Cicerón,"Martínez-Val, Juan: Gutenberg y las tecnologías del arte de imprimir. Madrid: Fundación Iberdrola, 2005.","Martínez-Val, Juan",Gutenberg y las tecnologías del arte de imprimir,2005,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,,"Fournier propuso un sistema duodecimal -base 12- sobre el que se fundamentan los actualmente existentes. Tomó como base un tamaño que ya existía, con el nombre de nomparela, y la dividió en seis puntos. A la unión de dos nomparelas la llamó cicero. De esta manera se creó el sistema de puntos y cíceros que aún pervive."
199,Cicerón,"Martínez-Val, Juan: Gutenberg y las tecnologías del arte de imprimir. Madrid: Fundación Iberdrola, 2005.","Martínez-Val, Juan",Gutenberg y las tecnologías del arte de imprimir,2005,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,,1 cicero = 12 puntos
199,Cicerón,"Martínez-Val, Juan: Gutenberg y las tecnologías del arte de imprimir. Madrid: Fundación Iberdrola, 2005.","Martínez-Val, Juan",Gutenberg y las tecnologías del arte de imprimir,2005,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,,"tomó como unidad de referencia el pie de rey, que en Francia se dividía en 12 pulgadas francesas de 27,072 milímetros, distintas de las pulgadas inglesas. Dividiendo las pulgadas francesas en 12 líneas y cada línea en 6 puntos, halló su punto tipométrico, hoy llamado punto de Didot. Doce de estos puntos suman un cícero de los actuales."
199,Cicerón,"Martínez-Val, Juan: Gutenberg y las tecnologías del arte de imprimir. Madrid: Fundación Iberdrola, 2005.","Martínez-Val, Juan",Gutenberg y las tecnologías del arte de imprimir,2005,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,,"Los puntos angloamericanos suelen llamarse puntos de pica, y la suma de 12 de ellos da como resultado la pica, que es la contrapartida del cícero. en cuanto al aspecto matemático, hay que reconocer que es demasiado sutil. Porque las diferencias son muy pequeñas, pero apreciables."
199,Cicerón,"Martínez-Val, Juan: Gutenberg y las tecnologías del arte de imprimir. Madrid: Fundación Iberdrola, 2005.","Martínez-Val, Juan",Gutenberg y las tecnologías del arte de imprimir,2005,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,,"Una solución posible sería asumir el sistema decimal de Napoleón elaborado por Firmin Didot, o ampliar el cícero a 5 milímetros. pero el caos actual, en plena era del liberalismo tecnológico, y con nuevas unidades que han entrado a competir con las tradicionales, ha conseguido que nadie mueva ficha al respecto."
146,Cicerón,"Gómez Piedra, Rosendo: La judicialización penitenciaria en México. México D. F.: Porrúa, 2006.","Gómez Piedra, Rosendo",La judicialización penitenciaria en México,2006,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",México,México y Centroamérica,Académico,,"Ya en el período romano, la visión del poder y la ley se llega a encontrar influida por la visión platónica de la República, pero aún no se aleja del factor necesidad: ""La idea fundamental de Cicerón es que cada uno debe sacrificarse por la república en todos los casos en que ella se lo demande (...) La ley representa el bien supremo y el deber absoluto: de ella derivan los mandatos y todas las prohibiciones y a ella deben también referirse incluso las leyes especiales que conminan con penas a los"
146,Cicerón,"Gómez Piedra, Rosendo: La judicialización penitenciaria en México. México D. F.: Porrúa, 2006.","Gómez Piedra, Rosendo",La judicialización penitenciaria en México,2006,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",México,México y Centroamérica,Académico,,"en todos los casos en que ella se lo demande (...) La ley representa el bien supremo y el deber absoluto: de ella derivan los mandatos y todas las prohibiciones y a ella deben también referirse incluso las leyes especiales que conminan con penas a los malvados y defienden a los buenos. De este modo Cicerón coloca el fundamento del derecho de castigar en la justicia natural y divina. Se castiga para hacer justicia y eso es todo""."
146,Cicerón,"Gómez Piedra, Rosendo: La judicialización penitenciaria en México. México D. F.: Porrúa, 2006.","Gómez Piedra, Rosendo",La judicialización penitenciaria en México,2006,Primera edición,No ficción,Escrito,Libro,"Política, economía y justicia",México,México y Centroamérica,Académico,,"Nótese que para Cicerón ya existe una posibilidad de finalidad (el bien supremo), pero todavía se encuentra atrapado por el factor de necesidad, pues justicia es equilibrio natural frente al mal El castigo es necesariamente justo."
258,Cicerón,"Pruna Goodgall, Pedro M. ... [et al.]: Historia de la Ciencia y la Tecnología en Cuba. La Habana: Editorial Científico Técnica, 2006.","Pruna Goodgall, Pedro M. ... [et al.]",Historia de la Ciencia y la Tecnología en Cuba,2006,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Cuba,Antillas,Académico,,"los deberes humanos, que por humanos son todos esencialmente solidarios y a la vez individuales y sociales. Sigamos esa moralidad realista y sin absolutos que brota de la naturaleza y de la razón humana, como ya hace dos mil años, nos enseñaban con fervor los filósofos estoicos, el esclavo Epicteto, el emperador Marco Aurelio, y Marco Tulio Cicerón, el primer pensador que aplicó el concepto y el vocablo 'cultura' a toda la humanidad y su progreso integral. O para terminar, diciéndolo con el mismo auténtico latín ciceroniano, como en evocador versículo de un racionalista credo, precursor del humano Jesús: ipsa caritas generis humani. Así y solo así"
258,Cicerón,"Pruna Goodgall, Pedro M. ... [et al.]: Historia de la Ciencia y la Tecnología en Cuba. La Habana: Editorial Científico Técnica, 2006.","Pruna Goodgall, Pedro M. ... [et al.]",Historia de la Ciencia y la Tecnología en Cuba,2006,Primera edición,No ficción,Escrito,Libro,Ciencias y tecnología,Cuba,Antillas,Académico,,"humana, como ya hace dos mil años, nos enseñaban con fervor los filósofos estoicos, el esclavo Epicteto, el emperador Marco Aurelio, y Marco Tulio Cicerón, el primer pensador que aplicó el concepto y el vocablo 'cultura' a toda la humanidad y su progreso integral. O para terminar, diciéndolo con el mismo auténtico latín ciceroniano, como en evocador versículo de un racionalista credo, precursor del humano Jesús: ipsa caritas generis humani. Así y solo así, con el racionalismo científico en la mente y la conducta, cientificando la vida como pensaba José Martí, podían los terrícolas irse asegurando su progresivo destino."
33,Cicerón,"Blecua, José Manuel: Principios del Diccionario de Autoridades. Madrid: Real Academia Española, 2006.","Blecua, José Manuel",Principios del Diccionario de Autoridades,2006,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,El texto contiene citas ajenas al autor,"iconográficos que históricamente van con ella, aunque falta el cisne que aparecía en el grabado de Palomino en 1726. La vidriera gemela representa a Polimnia, musa de la Elocuencia, como se ha analizado al tratar del cuadro comentado por Fumaroli del Museo del Louvre. Existen tres nombres propios, Demóstenes, Cicerón y fray Luis de Granada, y una imagen: un Mercurio chiquito acompaña a la figura femenina junto con los motivos florales tan de la época."
313,Cicerón,"Santacana i Mestre, Joan; Llonch Molina, Nayra: Museo local: la cenicienta de la cultura. Gijón: Ediciones Trea, 2008.","Santacana i Mestre, Joan; Llonch Molina, Nayra",Museo local: la cenicienta de la cultura,2008,Primera edición,No ficción,Escrito,Libro,"Artes, cultura y espectáculos",España,,Académico,,"condiciones en las que pudo elaborarse la fuente. ¿Qué quería conseguir el autor de la fuente o documento y qué relación tuvo el emisor con el hecho? Estos aspectos condicionan la veracidad de lo relatado o, simplemente, la mayor o menor parcialidad del que escribe. Por ejemplo, ante los discursos de Cicerón, que eran leídos delante de una asamblea selecta, en un estilo bien depurado y preparado, sí que podemos imaginar que el Senado romano los escuchó con las mismas palabras y vocablos con que hoy los leemos. Aquí, también nos deberíamos preguntar: ¿qué pretendía Cicerón al defender aquellas ideas?; ¿a"
313,Cicerón,"Santacana i Mestre, Joan; Llonch Molina, Nayra: Museo local: la cenicienta de la cultura. Gijón: Ediciones Trea, 2008.","Santacana i Mestre, Joan; Llonch Molina, Nayra",Museo local: la cenicienta de la cultura,2008,Primera edición,No ficción,Escrito,Libro,"Artes, cultura y espectáculos",España,,Académico,,"escribe. Por ejemplo, ante los discursos de Cicerón, que eran leídos delante de una asamblea selecta, en un estilo bien depurado y preparado, sí que podemos imaginar que el Senado romano los escuchó con las mismas palabras y vocablos con que hoy los leemos. Aquí, también nos deberíamos preguntar: ¿qué pretendía Cicerón al defender aquellas ideas?; ¿a favor o en contra de quiénes estaba?; ¿qué problema dio origen a sus intervenciones?; ¿cuáles eran sus intereses en esta cuestión? Pero el relato que nos ha llegado, probablemente, es muy similar al que se recitó ante los padres de la"
313,Cicerón,"Santacana i Mestre, Joan; Llonch Molina, Nayra: Museo local: la cenicienta de la cultura. Gijón: Ediciones Trea, 2008.","Santacana i Mestre, Joan; Llonch Molina, Nayra",Museo local: la cenicienta de la cultura,2008,Primera edición,No ficción,Escrito,Libro,"Artes, cultura y espectáculos",España,,Académico,,"segundo caso, se trata de documentos que se redactaron para ser presentados y leídos delante de un auditorio. Naturalmente, en estos casos es necesario contextualizar la fuente correctamente, ya que probablemente transmite una información literal, pero fue escrita para conseguir algo en una polémica o en un conflicto, y la posición, en este caso de Cicerón, no era neutra en el Senado romano."
